iteration	node_index	branch_start_time	branch_end_time	start_state	end_state	transition_time	transition_type	parent_index	child1_index	child2_index
86	4	2	1	2	1	1	cladogenetic	5	3	2
87	4	2	1	0	2	1.18659	anagenetic	5	3	2
87	4	2	1	2	0	1	cladogenetic	5	3	2
87	4	2	1	2	1	1	cladogenetic	5	3	2
88	4	2	1	1	2	1.70067	anagenetic	5	3	2
88	4	2	1	2	0	1	cladogenetic	5	3	2
88	4	2	1	2	1	1	cladogenetic	5	3	2
89	4	2	1	2	2	NA	no_change	5	3	2
89	4	2	1	2	0	1	cladogenetic	5	3	2
89	4	2	1	2	1	1	cladogenetic	5	3	2
90	4	2	1	1	2	1.84981	anagenetic	5	3	2
90	4	2	1	2	0	1	cladogenetic	5	3	2
90	4	2	1	2	1	1	cladogenetic	5	3	2
91	4	2	1	0	2	1.25943	anagenetic	5	3	2
91	4	2	1	2	0	1	cladogenetic	5	3	2
91	4	2	1	2	1	1	cladogenetic	5	3	2
92	4	2	1	2	2	NA	no_change	5	3	2
92	4	2	1	2	0	1	cladogenetic	5	3	2
93	4	2	1	2	2	NA	no_change	5	3	2
93	4	2	1	2	0	1	cladogenetic	5	3	2
93	4	2	1	2	1	1	cladogenetic	5	3	2
94	4	2	1	1	2	1.9248	anagenetic	5	3	2
94	4	2	1	2	0	1	cladogenetic	5	3	2
94	4	2	1	2	1	1	cladogenetic	5	3	2
95	4	2	1	2	2	NA	no_change	5	3	2
95	4	2	1	2	0	1	cladogenetic	5	3	2
95	4	2	1	2	1	1	cladogenetic	5	3	2
96	4	2	1	2	2	NA	no_change	5	3	2
96	4	2	1	2	0	1	cladogenetic	5	3	2
97	4	2	1	1	2	1.47876	anagenetic	5	3	2
97	4	2	1	2	0	1	cladogenetic	5	3	2
97	4	2	1	2	1	1	cladogenetic	5	3	2
98	4	2	1	1	2	1.33232	anagenetic	5	3	2
98	4	2	1	2	0	1	cladogenetic	5	3	2
98	4	2	1	2	1	1	cladogenetic	5	3	2
99	4	2	1	0	2	1.1866	anagenetic	5	3	2
99	4	2	1	2	0	1	cladogenetic	5	3	2
99	4	2	1	2	1	1	cladogenetic	5	3	2
100	4	2	1	2	2	NA	no_change	5	3	2
100	4	2	1	2	0	1	cladogenetic	5	3	2
100	4	2	1	2	1	1	cladogenetic	5	3	2
10	5	2	2	2	2	NA	no_change	NA	4	1
10	5	2	2	2	1	2	cladogenetic	NA	4	1
11	5	2	2	0	0	NA	no_change	NA	4	1
12	5	2	2	2	2	NA	no_change	NA	4	1
12	5	2	2	2	1	2	cladogenetic	NA	4	1
13	5	2	2	2	2	NA	no_change	NA	4	1
13	5	2	2	2	0	2	cladogenetic	NA	4	1
13	5	2	2	2	1	2	cladogenetic	NA	4	1
14	5	2	2	2	2	NA	no_change	NA	4	1
14	5	2	2	2	0	2	cladogenetic	NA	4	1
15	5	2	2	0	0	NA	no_change	NA	4	1
16	5	2	2	2	2	NA	no_change	NA	4	1
16	5	2	2	2	1	2	cladogenetic	NA	4	1
17	5	2	2	2	2	NA	no_change	NA	4	1
17	5	2	2	2	0	2	cladogenetic	NA	4	1
18	5	2	2	0	0	NA	no_change	NA	4	1
19	5	2	2	2	2	NA	no_change	NA	4	1
19	5	2	2	2	0	2	cladogenetic	NA	4	1
20	5	2	2	2	2	NA	no_change	NA	4	1
20	5	2	2	2	1	2	cladogenetic	NA	4	1
20	5	2	2	2	0	2	cladogenetic	NA	4	1
21	5	2	2	2	2	NA	no_change	NA	4	1
21	5	2	2	2	0	2	cladogenetic	NA	4	1
22	5	2	2	2	2	NA	no_change	NA	4	1
22	5	2	2	2	0	2	cladogenetic	NA	4	1
23	5	2	2	2	2	NA	no_change	NA	4	1
23	5	2	2	2	1	2	cladogenetic	NA	4	1
24	5	2	2	2	2	NA	no_change	NA	4	1
24	5	2	2	2	1	2	cladogenetic	NA	4	1
25	5	2	2	2	2	NA	no_change	NA	4	1
25	5	2	2	2	1	2	cladogenetic	NA	4	1
26	5	2	2	2	2	NA	no_change	NA	4	1
26	5	2	2	2	1	2	cladogenetic	NA	4	1
27	5	2	2	2	2	NA	no_change	NA	4	1
27	5	2	2	2	0	2	cladogenetic	NA	4	1
28	5	2	2	2	2	NA	no_change	NA	4	1
28	5	2	2	2	0	2	cladogenetic	NA	4	1
29	5	2	2	2	2	NA	no_change	NA	4	1
29	5	2	2	2	1	2	cladogenetic	NA	4	1
30	5	2	2	2	2	NA	no_change	NA	4	1
30	5	2	2	2	1	2	cladogenetic	NA	4	1
31	5	2	2	2	2	NA	no_change	NA	4	1
31	5	2	2	2	1	2	cladogenetic	NA	4	1
32	5	2	2	2	2	NA	no_change	NA	4	1
32	5	2	2	2	0	2	cladogenetic	NA	4	1
33	5	2	2	2	2	NA	no_change	NA	4	1
33	5	2	2	2	1	2	cladogenetic	NA	4	1
34	5	2	2	2	2	NA	no_change	NA	4	1
34	5	2	2	2	0	2	cladogenetic	NA	4	1
35	5	2	2	2	2	NA	no_change	NA	4	1
35	5	2	2	2	0	2	cladogenetic	NA	4	1
36	5	2	2	1	1	NA	no_change	NA	4	1
37	5	2	2	2	2	NA	no_change	NA	4	1
37	5	2	2	2	1	2	cladogenetic	NA	4	1
38	5	2	2	2	2	NA	no_change	NA	4	1
38	5	2	2	2	1	2	cladogenetic	NA	4	1
39	5	2	2	2	2	NA	no_change	NA	4	1
39	5	2	2	2	1	2	cladogenetic	NA	4	1
40	5	2	2	2	2	NA	no_change	NA	4	1
40	5	2	2	2	1	2	cladogenetic	NA	4	1
41	5	2	2	2	2	NA	no_change	NA	4	1
41	5	2	2	2	1	2	cladogenetic	NA	4	1
42	5	2	2	2	2	NA	no_change	NA	4	1
42	5	2	2	2	1	2	cladogenetic	NA	4	1
43	5	2	2	0	0	NA	no_change	NA	4	1
44	5	2	2	2	2	NA	no_change	NA	4	1
44	5	2	2	2	1	2	cladogenetic	NA	4	1
45	5	2	2	2	2	NA	no_change	NA	4	1
45	5	2	2	2	0	2	cladogenetic	NA	4	1
46	5	2	2	2	2	NA	no_change	NA	4	1
46	5	2	2	2	0	2	cladogenetic	NA	4	1
47	5	2	2	2	2	NA	no_change	NA	4	1
47	5	2	2	2	0	2	cladogenetic	NA	4	1
48	5	2	2	2	2	NA	no_change	NA	4	1
48	5	2	2	2	0	2	cladogenetic	NA	4	1
48	5	2	2	2	1	2	cladogenetic	NA	4	1
49	5	2	2	2	2	NA	no_change	NA	4	1
49	5	2	2	2	1	2	cladogenetic	NA	4	1
50	5	2	2	2	2	NA	no_change	NA	4	1
50	5	2	2	2	1	2	cladogenetic	NA	4	1
51	5	2	2	2	2	NA	no_change	NA	4	1
51	5	2	2	2	1	2	cladogenetic	NA	4	1
52	5	2	2	2	2	NA	no_change	NA	4	1
52	5	2	2	2	0	2	cladogenetic	NA	4	1
53	5	2	2	2	2	NA	no_change	NA	4	1
53	5	2	2	2	0	2	cladogenetic	NA	4	1
54	5	2	2	2	2	NA	no_change	NA	4	1
54	5	2	2	2	0	2	cladogenetic	NA	4	1
55	5	2	2	1	1	NA	no_change	NA	4	1
56	5	2	2	2	2	NA	no_change	NA	4	1
56	5	2	2	2	1	2	cladogenetic	NA	4	1
57	5	2	2	2	2	NA	no_change	NA	4	1
57	5	2	2	2	0	2	cladogenetic	NA	4	1
58	5	2	2	0	0	NA	no_change	NA	4	1
59	5	2	2	1	1	NA	no_change	NA	4	1
60	5	2	2	2	2	NA	no_change	NA	4	1
60	5	2	2	2	0	2	cladogenetic	NA	4	1
61	5	2	2	2	2	NA	no_change	NA	4	1
61	5	2	2	2	0	2	cladogenetic	NA	4	1
61	5	2	2	2	1	2	cladogenetic	NA	4	1
62	5	2	2	2	2	NA	no_change	NA	4	1
62	5	2	2	2	0	2	cladogenetic	NA	4	1
62	5	2	2	2	1	2	cladogenetic	NA	4	1
63	5	2	2	2	2	NA	no_change	NA	4	1
63	5	2	2	2	1	2	cladogenetic	NA	4	1
64	5	2	2	1	1	NA	no_change	NA	4	1
65	5	2	2	2	2	NA	no_change	NA	4	1
65	5	2	2	2	1	2	cladogenetic	NA	4	1
66	5	2	2	2	2	NA	no_change	NA	4	1
66	5	2	2	2	1	2	cladogenetic	NA	4	1
67	5	2	2	2	2	NA	no_change	NA	4	1
67	5	2	2	2	0	2	cladogenetic	NA	4	1
68	5	2	2	2	2	NA	no_change	NA	4	1
68	5	2	2	2	0	2	cladogenetic	NA	4	1
69	5	2	2	2	2	NA	no_change	NA	4	1
69	5	2	2	2	0	2	cladogenetic	NA	4	1
70	5	2	2	2	2	NA	no_change	NA	4	1
70	5	2	2	2	0	2	cladogenetic	NA	4	1
71	5	2	2	2	2	NA	no_change	NA	4	1
71	5	2	2	2	0	2	cladogenetic	NA	4	1
72	5	2	2	2	2	NA	no_change	NA	4	1
72	5	2	2	2	1	2	cladogenetic	NA	4	1
72	5	2	2	2	0	2	cladogenetic	NA	4	1
73	5	2	2	0	0	NA	no_change	NA	4	1
74	5	2	2	2	2	NA	no_change	NA	4	1
74	5	2	2	2	0	2	cladogenetic	NA	4	1
75	5	2	2	2	2	NA	no_change	NA	4	1
75	5	2	2	2	1	2	cladogenetic	NA	4	1
76	5	2	2	2	2	NA	no_change	NA	4	1
76	5	2	2	2	1	2	cladogenetic	NA	4	1
76	5	2	2	2	0	2	cladogenetic	NA	4	1
77	5	2	2	2	2	NA	no_change	NA	4	1
77	5	2	2	2	0	2	cladogenetic	NA	4	1
78	5	2	2	2	2	NA	no_change	NA	4	1
78	5	2	2	2	1	2	cladogenetic	NA	4	1
79	5	2	2	2	2	NA	no_change	NA	4	1
79	5	2	2	2	1	2	cladogenetic	NA	4	1
79	5	2	2	2	0	2	cladogenetic	NA	4	1
80	5	2	2	2	2	NA	no_change	NA	4	1
80	5	2	2	2	1	2	cladogenetic	NA	4	1
81	5	2	2	0	0	NA	no_change	NA	4	1
82	5	2	2	2	2	NA	no_change	NA	4	1
82	5	2	2	2	0	2	cladogenetic	NA	4	1
83	5	2	2	2	2	NA	no_change	NA	4	1
83	5	2	2	2	1	2	cladogenetic	NA	4	1
84	5	2	2	1	1	NA	no_change	NA	4	1
85	5	2	2	2	2	NA	no_change	NA	4	1
85	5	2	2	2	0	2	cladogenetic	NA	4	1
86	5	2	2	2	2	NA	no_change	NA	4	1
86	5	2	2	2	1	2	cladogenetic	NA	4	1
87	5	2	2	2	2	NA	no_change	NA	4	1
87	5	2	2	2	0	2	cladogenetic	NA	4	1
87	5	2	2	2	1	2	cladogenetic	NA	4	1
88	5	2	2	2	2	NA	no_change	NA	4	1
88	5	2	2	2	1	2	cladogenetic	NA	4	1
88	5	2	2	2	0	2	cladogenetic	NA	4	1
89	5	2	2	2	2	NA	no_change	NA	4	1
89	5	2	2	2	1	2	cladogenetic	NA	4	1
90	5	2	2	1	1	NA	no_change	NA	4	1
91	5	2	2	2	2	NA	no_change	NA	4	1
91	5	2	2	2	0	2	cladogenetic	NA	4	1
92	5	2	2	2	2	NA	no_change	NA	4	1
92	5	2	2	2	1	2	cladogenetic	NA	4	1
93	5	2	2	2	2	NA	no_change	NA	4	1
93	5	2	2	2	1	2	cladogenetic	NA	4	1
94	5	2	2	2	2	NA	no_change	NA	4	1
94	5	2	2	2	1	2	cladogenetic	NA	4	1
95	5	2	2	2	2	NA	no_change	NA	4	1
95	5	2	2	2	1	2	cladogenetic	NA	4	1
96	5	2	2	2	2	NA	no_change	NA	4	1
96	5	2	2	2	1	2	cladogenetic	NA	4	1
97	5	2	2	2	2	NA	no_change	NA	4	1
97	5	2	2	2	1	2	cladogenetic	NA	4	1
97	5	2	2	2	0	2	cladogenetic	NA	4	1
98	5	2	2	2	2	NA	no_change	NA	4	1
98	5	2	2	2	1	2	cladogenetic	NA	4	1
99	5	2	2	0	0	NA	no_change	NA	4	1
100	5	2	2	2	2	NA	no_change	NA	4	1
100	5	2	2	2	1	2	cladogenetic	NA	4	1
