Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
1730	-962.6023	-939.4348	-23.16753	0.0933732	0.905175	0.618603	2.88424	1.47534	2.17761	4.72369	5.42596	3.85545	6.9795	0.262586	2.54555	1.73965	1.28778	0.658722	0.972275	0.0933732	0.905175	0.618603	0	0	0	0	0	0	0	0	0	0.710078	0.439746	-0.213024	0.2087589	0.9046882	0.3555912	2.100395	0	0	0	0	0	1	1	1	1	1	0	0	1	0	1	1	1.03812	0.451419	0	0	0.15085	0	-0.492716	0.150032	2.1004	0.208759	2.309154	1.28778	0.658722	0.972275
1740	-962.6453	-938.5025	-24.14277	0.425242	1.86635	1.30169	3.02299	1.84694	3.02299	5.72757	7.07535	5.65582	9.21652	0.73348	3.21917	2.24522	1	0.610965	1	0.425242	1.86635	1.30169	0	0	0	0	0	-0.530306	-0.917682	0	0.919491	0	0	0	0.6245071	0.8018185	0.5797599	2.565128	0	1	1	0	1	0	0	0	1	0	0	1	0	1	1	0	0.74165	0	0	0.800061	0	0.833985	-0.492716	0	2.56513	0.624507	3.189635	1	0.610965	1
1750	-965.5178	-936.9229	-28.59493	1.32808	3.05788	3.05788	4.22265	1.47279	2.56158	6.92416	8.34562	6.59822	10.7457	1	2.30248	2.30248	1.42401	0.49667	0.863844	1.32808	3.05788	3.05788	0	0	0	0	0	-0.696182	1.59824	0	0	0	0	-0.187705	1.181934	0.8952887	1.328081	2.516198	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	-0.848393	-0.971791	0.564455	0.793664	0	0.833985	-0.492716	0	2.5162	1.18193	3.698132	1.42401	0.49667	0.863844
1760	-959.4311	-935.2517	-24.17932	1.32808	3.05788	3.05788	3.73455	2.17109	2.30253	6.32673	6.57156	5.01896	8.95124	1	2.30248	2.30248	1.40777	0.818409	0.867957	1.32808	3.05788	3.05788	0	0	0	0	-0.91987	0	0	0	0	0	0	-0.181614	0.3505042	0.848972	1.328081	2.652814	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0.166499	0.643803	0.564454	0.785213	0	0.833985	0	0	2.65281	0.350504	3.003318	1.40777	0.818409	0.867957
1770	-961.2364	-935.7238	-25.51264	0.309	2.48867	0.962437	3.07811	1.86125	1.96554	5.09775	5.23088	4.20686	7.22794	0.359159	2.89265	1.11867	1.37328	0.830389	0.876916	0.309	2.48867	0.962437	0	0	0	0	0	-0.486252	-0.410748	0	0.358836	0.479532	0	-0.168445	0.1544283	1.167377	0.8603423	2.241421	0	1	1	0	1	1	0	1	0	1	1	1	1	1	0	0	0	0.275401	0.034759	0.507837	0.654216	-0.251947	0	0	2.24142	0.154428	2.395849	1.37328	0.830389	0.876916
1780	-960.5369	-935.8452	-24.69167	0.530968	2.32126	1.83192	3.46272	1.49166	1.63421	5.10746	5.28328	3.39557	6.88048	0.377882	1.652	1.30375	1.70067	0.73261	0.802617	0.530968	2.32126	1.83192	0	0	0	0	-0.758893	0	-0.460166	-0.269573	0.208092	0.479532	0	-0.281986	0.1381669	1.779649	1.405118	2.036097	1	0	1	1	1	1	0	1	0	1	0	0	0	1	0	0	0	0.74688	0	0	0	-0.102971	0	0	2.0361	0.138167	2.174264	1.70067	0.73261	0.802617
1790	-955.9513	-934.7709	-21.18037	0.703749	0.88754	0.703749	3.58614	1.16396	1.31491	7.18846	6.87327	3.61854	8.65429	1	1.26116	1	2.03301	0.659858	0.745434	0.703749	0.88754	0.703749	0	0	0	0	0	0.616466	0	0	0	0	0	-0.376774	1.223362	1.45256	0.7037493	1.763953	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	-0.235292	-0.268704	0.232032	0	0	0	1.76395	1.22336	2.987315	2.03301	0.659858	0.745434
1800	-966.3114	-936.066	-30.24537	0.596793	2.88648	1.64002	3.21064	1.47186	1.30483	6.27069	5.51899	3.64244	7.62737	0.669526	3.23826	1.8399	1.75087	0.802654	0.71157	0.596793	2.88648	1.64002	0	0	0	0	1.77096	0	0	-1.25884	0.212273	0.175042	0.648968	-0.413605	0.7775368	1.080436	0.8913663	1.833741	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1.61573	0.587871	0.414275	0	0.42549	0.479035	0	0	1.83374	0.777537	2.611278	1.75087	0.802654	0.71157
1810	-958.9352	-935.803	-23.13216	0.773852	1.04649	0.732975	4.12127	1.01796	1.13247	6.64096	6.75548	2.50252	7.59301	1.06085	1.4346	1.00481	1.85947	0.45929	0.510959	0.773852	1.04649	0.732975	0	0	0	0	0	0	0	0	-0.175228	0	0	-0.329391	0.6038972	1.315082	0.729466	1.68111	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	1	1.91976	0.469282	0	0	0.424754	0	0	-0.414624	1.68111	0.603897	2.285007	1.85947	0.45929	0.510959
1820	-956.8215	-934.4536	-22.36797	0.38745	0.64277	0.64277	3.11022	1.00647	1.02493	4.9635	5.14264	3.8505	6.82793	1	1.65898	1.65898	2.10877	0.682397	0.694919	0.38745	0.64277	0.64277	0	0	0	0	-0.670184	0	-0.552268	-0.410359	0	0	0.32954	-0.455191	0.8027165	1.005833	0.3874496	1.474897	1	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	-0.92397	0	0	0	0	0.506201	0	0	1.4749	0.802717	2.277614	2.10877	0.682397	0.694919
1830	-956.622	-933.9338	-22.68816	0.317782	1.02198	0.368464	3.3378	0.812687	0.947135	6.37045	5.90335	4.72636	8.35055	0.851239	2.73757	0.986999	2.43703	0.593369	0.691534	0.317782	1.02198	0.368464	0	0	0	0	1.21916	0	-0.947661	0	0.477794	0	0	-0.473029	1.538569	0.8735708	0.3733171	1.369614	1	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0.572703	0.832923	0	0	0	1.36961	1.53857	2.908184	2.43703	0.593369	0.691534
1840	-964.3812	-935.3496	-29.03165	0.811808	0.63414	0.945449	3.51002	1.16667	1.29326	5.68609	6.35865	5.06459	8.2834	0.847154	0.66175	0.986613	2.0137	0.66932	0.741943	0.811808	0.63414	0.945449	0	0	0	0	-1.66784	0	-2.47421	0	0.492067	0	0.0517812	-0.380975	1.100191	0.9161984	0.9582775	1.743067	1	0	1	0	1	0	1	1	0	1	0	1	1	0	0	0	0	1.34454	0	0.540561	-0.592217	0	0	0	1.74307	1.10019	2.843258	2.0137	0.66932	0.741943
1850	-960.8765	-936.6022	-24.27428	0.088812	1.02922	0.14005	3.43837	1.07067	1.21497	6.3339	6.47821	3.23166	7.88251	0.637921	7.39268	1.00595	2.08687	0.649827	0.737408	0.088812	1.02922	0.14005	0	0	0	0	0	0	-0.487991	0	1.80869	-0.0850494	0	-0.390657	1.018424	1.025774	0.1392209	1.647627	0	0	1	0	1	1	0	1	0	1	0	0	1	1	0	0	0	-0.657001	0	0	1.3133	0.12179	0	0	1.64763	1.01842	2.666051	2.08687	0.649827	0.737408
1860	-960.847	-935.997	-24.85	0.276697	0.276697	0.276697	3.34175	1.25506	1.40531	5.83762	6.60103	8.01063	9.12952	1	1	1	1.93072	0.725123	0.811926	0.276697	0.276697	0.276697	0	0	0	0	-1.54908	0	-1.0265	-0.583848	0	0	0	-0.349359	1.527199	1.001593	0.2766971	1.806357	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1.82974	0	0	0	0	0	0.0640661	1.80636	1.5272	3.333556	1.93072	0.725123	0.811926
1870	-957.4096	-934.1495	-23.26014	0.442982	0.76741	0.652416	3.33123	1.28443	1.16429	5.44527	5.32514	5.34518	7.48455	0.869666	1.50659	1.28083	2.2908	0.883268	0.800654	0.442982	0.76741	0.652416	0	0	0	0	0	0	0	0	0.414265	0	0.287965	-0.491718	0.837033	0.983467	0.5093702	1.707883	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	1	-0.336454	0.913828	0	0	0	0.258853	0.144498	0.168976	1.70788	0.837033	2.544916	2.2908	0.883268	0.800654
1880	-961.5622	-934.2748	-27.28734	0.465554	1.26383	1.1342	3.0184	1.38507	1.50707	5.53858	5.72391	5.14959	8.03165	0.532746	1.44624	1.29789	1.63424	0.749913	0.815967	0.465554	1.26383	1.1342	0	0	0	0	-0.211084	0.00124228	-0.310047	-1.03051	0	0.334393	0	-0.26083	1.009532	0.8493556	0.8738752	1.84697	1	1	1	1	0	1	0	1	1	1	1	1	0	0	0	0	-1.59855	-0.859318	0.380913	0.18537	0	0	0	0	1.84697	1.00953	2.856502	1.63424	0.749913	0.815967
1890	-956.1415	-934.9269	-21.2145	0.573013	1.01117	1.01117	3.78398	0.612849	1.5133	5.0799	6.14969	4.2815	7.41886	1	1.76466	1.76466	1.91194	0.309656	0.764629	0.573013	1.01117	1.01117	0	0	0	0	0	-0.643475	0.0821351	0	0	0	0	-0.344168	0.7295512	0.9802457	0.5730127	1.519647	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	-0.355198	0	0	0	0	0.567959	-0.792541	0	1.51965	0.729551	2.249198	1.91194	0.309656	0.764629
1900	-963.9774	-937.5575	-26.41987	0.156855	0.878169	0.412067	3.08419	0.774838	0.912614	6.03813	5.46515	4.19145	7.7396	0.408147	2.28506	1.07223	2.36589	0.59438	0.700069	0.156855	0.878169	0.412067	0	0	0	0	0	1.14706	-0.0243607	0	1.80465	0.152824	0	-0.457297	1.401546	1.126612	0.3843095	1.29682	0	1	1	0	1	1	0	1	1	0	0	1	0	0	1	0	-1.5542	0	0	-0.562219	0	0	-0.0156566	0	1.29682	1.40155	2.698366	2.36589	0.59438	0.700069
1910	-961.9708	-934.8127	-27.15807	0.503352	0.848114	0.273011	3.90606	0.711314	0.99459	4.97747	5.77565	5.81448	6.91952	1	1.68493	0.542387	2.7835	0.50689	0.708755	0.503352	0.848114	0.273011	0	0	0	0	0	-2.57969	0.972425	0	0	0	-0.476962	-0.458237	0.6548728	1.025432	0.5033517	1.403292	0	1	1	0	0	0	1	1	0	1	1	0	1	1	0	0	0	-0.748326	0.0392699	0	1.1335	-0.611776	0	0	1.40329	0.654873	2.058165	2.7835	0.50689	0.708755
1920	-957.069	-937.2102	-19.85885	0.746171	0.746171	0.746171	3.42233	0.583823	1.41048	6.13817	6.96483	2.30551	7.02578	1	1	1	1.87169	0.319295	0.771396	0.746171	0.746171	0.746171	0	0	0	0	0	0	0	0	0	0	0	-0.332869	0.6934638	0.9527344	0.7461707	1.412505	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	-1.92437	0	0	0	0	-0.774354	0	1.4125	0.693464	2.105969	1.87169	0.319295	0.771396
1930	-957.6694	-935.8994	-21.77004	0.342569	0.694705	0.597485	3.6737	0.469689	1.17076	5.79184	6.49292	2.6086	7.35825	0.878373	1.78127	1.53199	2.24497	0.287023	0.715444	0.342569	0.694705	0.597485	0	0	0	0	0	0	0	0	0.384712	0	0	-0.429437	0.9648319	0.9984342	0.3900045	1.264137	0	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	-0.691124	-1.22333	0	0	0	0.437107	-0.774354	0	1.26414	0.964832	2.228969	2.24497	0.287023	0.715444
1940	-957.1801	-936.4109	-20.76914	0.199175	0.199175	0.199175	3.57289	0.495675	1.22465	5.04827	5.52943	2.7191	6.6291	1	1	1	2.13228	0.295816	0.730864	0.199175	0.199175	0.199175	0	0	0	0	1.12496	0	0	-0.356413	0	0	0	-0.40209	0.6302496	0.9331003	0.1991753	1.294423	1	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	-0.248231	-0.0304134	0	0	0	-0.774354	0	1.29442	0.63025	1.924673	2.13228	0.295816	0.730864
1950	-960.1366	-934.1419	-25.9947	0.769396	0.903703	0.769396	3.74414	0.403093	1.02366	5.06324	5.60985	9.8709	7.20169	1	1.17456	1	2.50197	0.269362	0.684045	0.769396	0.903703	0.769396	0	0	0	0	0	0.244603	0	-0.304628	0	0	0	-0.486993	1.10375	1.245259	0.7693961	1.156034	0	1	0	1	0	0	0	1	1	1	0	1	1	0	1	0	-0.176097	2.3469	0	-0.0506829	0.160895	0	-0.774354	0	1.15603	1.10375	2.259784	2.50197	0.269362	0.684045
1960	-958.4357	-933.9362	-24.49946	0.5034	1.06408	0.779728	3.4203	0.749139	1.5041	4.80883	5.74836	3.63024	6.9857	0.765319	1.61773	1.18542	1.68525	0.369116	0.741098	0.5034	1.06408	0.779728	0	0	0	0	-0.121668	-0.645232	0	0.0465729	0.793434	0	0.500185	-0.366687	0.6235663	1.210644	0.6577645	1.567837	1	1	0	1	1	0	1	1	0	0	0	1	0	1	1	0	0	0	0	-0.271634	0	0.19183	-0.774354	0	1.56784	0.623566	2.191403	1.68525	0.369116	0.741098
1970	-956.4544	-934.0169	-22.43749	0.21292	0.604554	0.450108	3.3845	0.797647	1.86074	5.99848	7.06158	4.50098	8.78042	0.55025	1.56235	1.16322	1.52662	0.359789	0.839311	0.21292	0.604554	0.450108	0	0	0	0	0	0	0	-0.596922	0.575958	0.214126	0	-0.224655	1.290489	0.7028389	0.3869507	1.712631	0	0	0	1	1	1	0	1	1	0	1	0	0	0	1	0	-0.0143516	0	0.509034	0	0	0	-0.774354	0	1.71263	1.29049	3.00312	1.52662	0.359789	0.839311
1980	-961.6777	-933.3427	-28.33496	0.562088	1.7888	1.66903	3.23927	1.13907	2.54444	4.83433	6.28976	6.8812	7.99862	0.668158	2.12636	1.98399	1.18618	0.417114	0.931744	0.562088	1.7888	1.66903	0	0	0	0	-0.759413	0.269333	0	-0.596923	0	0.214126	0	-0.0906672	0.5600552	0.9439972	0.8412502	2.109582	1	1	0	1	0	1	0	1	1	1	1	0	0	1	1	0	-2.22693	0.233663	0.509033	0	0	0.518145	-0.774354	0	2.10958	0.560055	2.669637	1.18618	0.417114	0.931744
1990	-961.6644	-934.0215	-27.64286	1.12364	2.12988	1.98728	3.67779	0.759433	2.23494	5.13697	6.61248	7.28548	8.22532	0.668158	1.26651	1.18171	1.54303	0.318622	0.937675	1.12364	2.12988	1.98728	0	0	0	0	0	0	0.340737	-0.585281	0	0.214126	-0.690242	-0.106773	0.8019991	0.953727	1.681693	1.841256	0	0	1	1	0	1	1	1	1	1	1	1	0	0	1	0	-0.331949	1.48163	0.509033	-0.111383	0	0	-0.774354	0	1.84126	0.801999	2.643255	1.54303	0.318622	0.937675
2000	-963.3874	-935.1559	-28.23157	1.29716	3.28602	1.95521	4.11595	0.509408	1.43388	5.11435	6.22291	7.34126	7.38929	0.639796	1.62076	0.964364	2.18693	0.270664	0.761862	1.29716	3.28602	1.95521	0	0	0	0	-0.413319	-0.617128	0	0	1.32487	0	-0.311545	-0.35976	0.716253	1.228893	2.027461	1.443276	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	0	-0.896361	0.841969	0.509032	0.364355	0	0	-0.796365	0	1.44328	0.716253	2.159529	2.18693	0.270664	0.761862
2010	-964.308	-936.1738	-28.13422	1.96523	1.96523	1.96523	4.11548	1.21485	1.38658	6.61338	6.68716	3.54197	8.40006	1	1	1	2.15836	0.637127	0.727194	1.96523	1.96523	1.96523	0	0	0	0	-1.42452	1.30373	-0.368186	-0.411158	0	0	0	-0.408545	0.7940867	1.122078	1.965235	1.90676	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	-0.758401	0.878298	0.509029	0.405393	0	0	0	0	1.90676	0.794087	2.700847	2.15836	0.637127	0.727194
2020	-965.3305	-935.2277	-30.10278	0.953171	2.72183	1.25559	3.59872	0.973441	1.07187	5.75352	6.37189	2.21278	6.64038	0.740863	2.11558	0.975924	2.1072	0.56999	0.627627	0.953171	2.72183	1.25559	0	0	0	0	-1.95952	0.416209	0	0	0.889778	0	0.360969	-0.460421	0.4168624	1.599682	1.286568	1.554296	1	1	0	0	1	0	1	1	1	1	0	0	1	0	1	1	1.92095	0.946763	0	0	0.425018	0	-0.088767	-0.0969105	1.5543	0.416862	1.971159	2.1072	0.56999	0.627627
2030	-956.5429	-935.5799	-20.96295	1.34658	1.34658	1.34658	4.51586	1.01343	1.19157	6.21519	6.39333	2.726	7.656	1	1	1	2.5656	0.575761	0.676968	1.34658	1.34658	1.34658	0	0	0	0	0	0	0	-0.751385	0	0	0	-0.50033	0.4411389	1.989301	1.346582	1.760156	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	-0.274969	0	-0.65484	0	0	0	0	1.76016	0.441139	2.201295	2.5656	0.575761	0.676968
2040	-959.0824	-936.5503	-22.53206	1.14989	1.76189	1.41675	3.93303	1.32064	1.48643	7.349	7.5148	4.9024	9.8831	0.828991	1.2702	1.02138	1.98995	0.668188	0.752072	1.14989	1.76189	1.41675	0	0	0	0	0	0	0	-0.00865061	0.55636	0	0	-0.365405	1.481629	1.553549	1.387101	1.976445	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0.672406	0	0.0363895	0	0	1.97644	1.48163	3.458074	1.98995	0.668188	0.752072
2050	-957.7892	-934.0673	-23.72186	0.52957	1.30732	0.789172	3.23802	1.30439	1.47306	4.78449	4.94557	3.26457	6.45459	0.647785	1.59915	0.965336	2.02904	0.817372	0.923066	0.52957	1.30732	0.789172	0	0	0	0	0	0.0926062	-0.193018	0	1.28806	0	0	-0.375735	0.2093986	1.063501	0.8175096	1.839233	0	1	1	0	1	0	0	1	1	0	1	1	0	0	0	1	-0.813498	0	-0.0383236	0.382135	0	0	0	0.212924	1.83923	0.209399	2.048632	2.02904	0.817372	0.923066
2060	-952.9597	-933.6448	-19.31491	0.411036	1.00895	0.610996	3.49617	1.25543	1.40279	5.89397	6.04134	3.8006	7.86796	0.649556	1.59444	0.965551	1.90751	0.68496	0.765364	0.411036	1.00895	0.610996	0	0	0	0	0	0	-0.742673	0	1.27996	0	0	-0.342936	0.8077838	1.040584	0.6327951	1.832845	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83285	0.807784	2.640629	1.90751	0.68496	0.765364
2070	-958.5946	-932.9732	-25.62141	0.54749	1.25518	1.25518	3.55741	0.947077	1.61713	5.3543	5.74141	4.62955	7.50853	1	2.2926	2.2926	1.74635	0.464925	0.793856	0.54749	1.25518	1.25518	0	0	0	0	0	1.17639	0.857343	0	0	0	0	-0.296062	0.670181	1.394151	0.5474901	1.759628	0	1	1	0	0	0	0	1	1	1	0	0	0	1	1	0	-2.07242	0.267028	0	0	0	0.829688	-0.439206	0	1.75963	0.670181	2.429809	1.74635	0.464925	0.793856
2080	-959.8136	-934.2928	-25.52073	0.847628	1.69863	1.72639	4.28416	1.74796	1.95725	6.50707	6.74234	5.56115	9.0058	1.01404	2.03212	2.06534	1.93096	0.787843	0.882174	0.847628	1.69863	1.72639	0	0	0	0	0	-0.15471	-0.661316	0	-0.0413746	0	0	-0.349425	0.5022881	1.360712	0.835888	2.447266	0	1	1	0	1	0	0	1	1	1	0	1	0	1	0	1	-0.448517	0.723532	0	0.414433	0	0.72416	0	0.147097	2.44727	0.502288	2.949554	1.93096	0.787843	0.882174
2090	-956.2972	-933.7765	-22.52069	0.879069	0.879069	0.879069	3.79888	0.684395	1.14315	5.16779	5.58158	3.86108	6.95572	1	1	1	2.33793	0.421196	0.703524	0.879069	0.879069	0.879069	0	0	0	0	0	0.197403	0	0	0	0	0	-0.450984	0.6469845	1.114007	0.8790688	1.437765	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1	0	-1.18061	0.151765	-0.0868297	0.195933	0	0	-0.367043	0	1.43776	0.646984	2.084749	2.33793	0.421196	0.703524
2100	-952.4818	-933.2141	-19.26766	0.694818	0.783754	0.783754	3.46907	0.918276	1.47116	5.33835	5.89123	3.80359	7.47123	1	1.128	1.128	1.83427	0.485538	0.777873	0.694818	0.783754	0.783754	0	0	0	0	0	0	0	0	0	0	0	-0.322146	0.7625602	1.165496	0.6948178	1.673459	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	-0.396773	0	0	0	0	0.120446	-0.367043	0	1.67346	0.76256	2.436019	1.83427	0.485538	0.777873
2110	-954.4583	-935.2726	-19.18571	0.599424	1.78741	0.599424	3.24517	1.03832	1.26516	4.6509	4.87774	2.67088	6.09976	1	2.98188	1	2.0014	0.640364	0.780261	0.599424	1.78741	0.599424	0	0	0	0	0	0	0	-0.356012	0	0	-0.234603	-0.326455	0.2597959	1.197914	0.599424	1.621453	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1.09255	0	0	0	1.62145	0.259796	1.881249	2.0014	0.640364	0.780261
2120	-954.5665	-934.6898	-19.87661	0.731954	0.767075	0.767075	3.72541	0.980053	1.13265	5.56089	5.71349	3.04732	7.1591	1	1.04798	1.04798	2.32096	0.610581	0.705649	0.731954	0.767075	0.767075	0	0	0	0	0	0	-0.625624	-0.124621	0	0	0	-0.447115	0.6227916	0.923262	0.7319542	1.605116	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	-0.0885416	0	0	0	0	0.0468665	0	0	1.60512	0.622792	2.227908	2.32096	0.610581	0.705649
2130	-958.1904	-935.6344	-22.55598	0.514099	0.514099	0.514099	3.64948	0.989206	1.13953	5.90633	6.95033	2.76015	7.48736	1	1	1	2.27763	0.617361	0.711177	0.514099	0.514099	0.514099	0	0	0	0	-0.144027	-1.44182	0	0	0	0	0	-0.437107	0.811074	1.001314	0.5140987	1.602314	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0.667202	-1.77439	0	0	0	0	0	0	1.60231	0.811074	2.413388	2.27763	0.617361	0.711177
2140	-960.248	-935.1062	-25.14182	1.02014	1.39027	1.39027	3.90899	1.74846	1.61957	5.93692	6.19717	6.18135	8.26856	1	1.36282	1.36282	1.86471	0.83407	0.772589	1.02014	1.39027	1.39027	0	0	0	0	-0.700662	-2.00667	0	0	0	0	0	-0.330886	0.4922671	1.444984	1.020142	2.228641	1	1	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0.0266518	-0.32911	0	0.309557	0.183661	0	2.22864	0.492267	2.720908	1.86471	0.83407	0.772589
2150	-959.0317	-934.0452	-24.98651	0.661767	1.01714	0.9099	3.23823	1.05569	1.69832	5.36869	6.43913	3.30027	7.38162	0.685768	1.05403	0.942901	1.80171	0.587375	0.944928	0.661767	1.01714	0.9099	0	0	0	0	-1.29258	0	0	0	-0.71465	0.328239	-1.12075	-0.112014	0.6566927	1.181921	0.965001	1.797304	1	0	0	0	1	1	1	1	0	1	0	0	1	1	0	0	0	-0.369417	0	0	0.285234	-0.334311	0	0	1.7973	0.656693	2.453997	1.80171	0.587375	0.944928
2160	-962.1859	-936.4372	-25.74877	0.491079	0.491079	0.491079	3.59981	0.835014	1.39379	4.95373	6.38742	7.08892	7.75877	1	1	1	2.23301	0.517969	0.864582	0.491079	0.491079	0.491079	0	0	0	0	-1.61437	-1.65498	0.426991	0	0	0	-1.12075	-0.225978	0.9365975	0.7446572	0.4910785	1.612092	1	1	1	0	0	0	1	1	1	1	0	1	0	0	0	0	-0.26774	0.311348	0	0.204188	0	0	0	0	1.61209	0.936598	2.54869	2.23301	0.517969	0.864582
2170	-956.1066	-933.1702	-22.93638	0.535173	0.535173	0.535173	3.69339	0.779827	1.315	4.94641	5.54751	4.31239	6.86388	1	1	1	2.36942	0.500282	0.843612	0.535173	0.535173	0.535173	0	0	0	0	0	-0.379032	-1.5586	0	0	0	-1.12075	-0.257466	0.5374864	0.860439	0.535173	1.558775	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	-1.07703	0	0	0.791065	0	0	0	0	1.55878	0.537486	2.096262	2.36942	0.500282	0.843612
2180	-959.7191	-932.1019	-27.61718	0.707834	1.16893	0.707834	3.61918	0.84531	1.35988	5.11975	5.40538	6.13005	7.02871	1	1.65142	1	1.99816	0.466697	0.750791	0.707834	1.16893	0.707834	0	0	0	0	2.56732	-0.68482	-1.48996	0	0	0	0	-0.367591	0.6276676	0.9722708	0.7078342	1.60833	1	1	1	0	0	0	0	1	1	0	0	1	1	0	1	0	-0.334662	0	0	0.782629	0.501638	0	-0.356476	0	1.60833	0.627668	2.235998	1.99816	0.466697	0.750791
2190	-956.9663	-934.3956	-22.57067	0.847531	0.847531	0.847531	3.6158	1.41973	1.49497	5.53847	5.61117	3.85514	7.43563	1	1	1	1.83312	0.719766	0.757912	0.847531	0.847531	0.847531	0	0	0	0	0	0.0147311	-0.0199847	0	0	0	0.157253	-0.349961	0.4303658	1.054618	0.8475308	1.972488	0	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0.429603	1.07366	-0.019134	0	0	0	0	0	1.97249	0.430366	2.402854	1.83312	0.719766	0.757912
2200	-960.0731	-935.626	-24.44707	1.12087	1.84899	1.06419	3.98629	0.477066	1.10796	5.17562	5.98166	4.33043	7.20262	0.621758	1.02565	0.590313	2.67095	0.31965	0.74237	1.12087	1.84899	1.06419	0	0	0	0	0	-0.638834	0	0	1.40971	0	-0.652138	-0.404963	0.7989309	1.167454	1.802751	1.282007	0	1	0	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0.561058	0	0	0	-0.488491	-0.455999	0	1.28201	0.798931	2.080938	2.67095	0.31965	0.74237
2210	-960.1814	-934.9087	-25.27268	0.558788	1.32751	0.818723	3.20301	0.965097	1.17323	6.4906	6.82132	2.91265	7.70125	0.659841	1.56758	0.966784	2.03449	0.61301	0.74521	0.558788	1.32751	0.818723	0	0	0	0	-1.53098	1.00369	0	-0.528241	1.23335	0	0	-0.377159	1.101763	1.488181	0.8468516	1.536399	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	-0.503991	0	0	0	0	0	-0.0732188	0	1.5364	1.10176	2.638162	2.03449	0.61301	0.74521
2220	-957.8991	-933.9666	-23.93258	1.08414	1.789	1.35242	4.31948	0.808901	0.969923	5.76641	5.89671	5.74934	7.48588	0.786112	1.2972	0.980637	2.8757	0.538527	0.645728	1.08414	1.789	1.35242	0	0	0	0	0.190382	0	0.551146	-0.369175	0.713912	0	0	-0.560922	0.7193851	1.488181	1.379121	1.502063	1	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	-1.783	0	0	0	0	0	0	0	1.50206	0.719385	2.221448	2.8757	0.538527	0.645728
2230	-958.4592	-934.1833	-24.27595	0.432649	0.499338	0.278535	3.3213	0.621282	0.935616	5.03675	5.77412	5.08864	7.41056	0.598883	0.691194	0.385554	2.66733	0.498951	0.751391	0.432649	0.499338	0.278535	0	0	0	0	0	-0.949756	0.0305173	-0.130346	0	0.272252	-0.721111	-0.391895	1.220437	1.010356	0.7224272	1.245178	0	1	1	1	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0.495626	-1.16536	0	0	1.24518	1.22044	2.465615	2.66733	0.498951	0.751391
